No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,Dividend,Payout Ratio,EPS,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,EPS Q/Q,Sales Q/Q,Outstanding,Float,Insider Own,Insider Trans,Inst Own,Inst Trans,Float Short,Short Ratio,ROA,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Oper M,Profit M,Perf Week,Perf Month,Perf Quart,Perf Half,Perf Year,Perf YTD,Beta,ATR,Volatility W,Volatility M,SMA20,SMA50,SMA200,50D High,50D Low,52W High,52W Low,RSI,from Open,Gap,Recom,Avg Volume,Rel Volume,Price,Change,Volume,Earnings
768,BOTJ,"Bank of the James Financial Group, Inc.",Financial,Regional - Mid-Atlantic Banks,USA,64.90M,22.62,-,-,2.82,1.25,1.79,27.04,1.63%,36.80%,0.65,-29.80%,-,33.00%,-,2.00%,-3.80%,10.90%,4.40M,3.93M,5.90%,3.23%,35.30%,-,0.09%,0.73,0.50%,5.60%,32.60%,-,-,0.10,0.10,-,80.60%,12.40%,-1.83%,-0.14%,0.34%,0.82%,9.06%,-1.21%,0.52,0.25,0.95%,1.49%,-1.47%,-0.80%,-1.27%,-3.59%,3.63%,-20.27%,6.34%,46.66,0.00%,-0.70%,-,5.07K,0.55,14.75,-0.70%,"2,779",Jan 29
769,BOTZ,Global X Robotics & Artfcl Intllgnc ETF,Financial,Exchange Traded Fund,USA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.89,-,-,-,-,-,-,-,-,-,-,0.56%,14.61%,16.03%,38.47%,69.63%,14.51%,-,0.29,0.75%,0.83%,6.81%,10.93%,28.79%,-1.02%,17.90%,-1.02%,71.77%,76.70,-0.73%,-0.15%,-,1.82M,1.84,27.14,-0.88%,"3,348,859",-
770,BOX,"Box, Inc.",Technology,Application Software,USA,2.97B,-,-,-,6.19,112.70,-,371.06,-,-,-1.20,28.90%,55.60%,-22.50%,-0.41%,80.00%,-7.00%,25.80%,131.70M,120.16M,0.50%,-81.32%,73.60%,0.40%,4.45%,2.85,-33.50%,-314.00%,-101.00%,1.00,1.00,2.54,3.22,73.00%,-33.00%,-33.20%,1.08%,8.89%,9.42%,13.32%,32.28%,6.72%,-,0.61,2.99%,2.75%,3.62%,4.11%,15.26%,-6.47%,15.29%,-6.47%,43.29%,54.23,-2.59%,0.30%,1.80,1.88M,0.62,22.54,-2.30%,"1,164,813",Feb 28/a
771,BP,BP p.l.c.,Basic Materials,Major Integrated Oil & Gas,United Kingdom,147.65B,37.43,16.51,-,0.66,1.47,5.71,-,5.46%,150.70%,1.17,101.70%,44.05%,-65.90%,-,-13.40%,3.50%,27.60%,3.36B,3.24B,0.50%,0.00%,10.80%,1.55%,0.21%,1.42,1.50%,4.00%,-0.30%,1.20,0.90,0.58,0.67,15.30%,2.70%,1.70%,2.47%,5.42%,13.28%,25.90%,19.05%,4.54%,0.93,0.57,0.97%,0.92%,2.99%,7.05%,17.55%,-0.11%,13.39%,-0.11%,32.75%,65.11,-0.09%,1.71%,2.50,4.71M,2.08,43.94,1.62%,"9,783,279",Feb 06/b
772,BPFH,"Boston Private Financial Holdings, Inc.",Financial,Regional - Northeast Banks,USA,1.29B,42.60,14.35,4.18,4.97,1.73,7.13,-,3.15%,101.00%,0.36,-51.20%,9.03%,-7.10%,10.18%,3.00%,-245.30%,14.60%,84.35M,81.82M,1.20%,-5.08%,96.60%,0.07%,1.56%,3.61,0.40%,4.80%,22.20%,-,-,0.15,0.15,-,89.80%,13.80%,-3.48%,-5.28%,-4.09%,-0.65%,-9.50%,-1.29%,1.04,0.39,2.56%,2.53%,-1.64%,-2.68%,-1.65%,-11.08%,3.04%,-14.69%,9.32%,43.38,-1.93%,0.65%,3.00,353.17K,0.76,15.25,-1.29%,"269,506",Jan 17/a
773,BPI,"Bridgepoint Education, Inc.",Services,Education & Training Services,USA,236.95M,57.78,16.81,3.85,0.48,1.62,1.23,91.14,-,0.00%,0.14,57.90%,-18.85%,-17.30%,15.00%,-10.40%,100.60%,-12.60%,28.48M,26.76M,0.50%,-98.56%,98.80%,8.96%,1.67%,1.39,0.70%,1.40%,-11.50%,2.10,2.10,0.00,0.00,50.20%,-0.80%,0.50%,1.34%,-4.15%,-14.14%,-37.30%,-25.45%,0.24%,2.13,0.33,3.49%,4.21%,1.06%,-3.93%,-23.07%,-12.79%,10.49%,-47.51%,10.49%,49.06,0.48%,0.49%,2.00,322.88K,0.49,8.32,0.97%,"156,946",Jan 31/a
774,BPK,Blackrock Municipal 2018 Term T,Financial,Closed-End Fund - Debt,USA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-31.01%,-,0.06,-,-,-,-,-,-,-,-,-,-,-0.07%,0.47%,-0.87%,-0.87%,-1.33%,0.68%,-,0.04,0.15%,0.27%,0.16%,-0.05%,-0.77%,-0.93%,1.09%,-1.65%,1.09%,51.23,0.00%,0.00%,-,79.16K,1.19,14.87,0.00%,"94,239",-
775,BPL,"Buckeye Partners, L.P.",Basic Materials,Oil & Gas Pipelines,USA,8.17B,17.30,15.03,28.83,2.25,1.73,1034.33,-,8.94%,151.60%,3.26,18.30%,10.72%,5.10%,0.60%,-7.10%,-31.40%,20.30%,144.70M,144.70M,0.30%,-1.10%,70.90%,0.60%,1.32%,2.35,4.70%,10.30%,8.50%,1.10,0.60,0.99,1.03,46.30%,18.40%,12.70%,3.86%,18.19%,7.50%,-12.23%,-14.41%,13.97%,1.02,1.22,2.06%,2.44%,7.90%,14.16%,-2.76%,-0.21%,28.64%,-22.65%,28.64%,80.75,0.11%,0.20%,2.50,813.27K,0.63,56.47,0.30%,"512,058",Feb 09/b
776,BPMC,Blueprint Medicines Corporation,Healthcare,Biotechnology,USA,3.50B,-,-,-,127.40,9.51,8.97,-,-,-,-3.42,14.00%,-24.00%,-,-,-,-56.00%,30.60%,42.25M,42.14M,0.50%,-35.51%,92.80%,0.17%,5.80%,4.95,-34.40%,-43.10%,-33.40%,11.30,11.30,0.00,0.01,-,-,-,9.94%,8.25%,24.92%,50.03%,152.65%,9.96%,-,4.51,6.44%,5.75%,5.96%,11.54%,44.38%,-9.87%,34.66%,-9.87%,164.29%,56.93,-4.72%,-0.26%,1.60,493.36K,0.55,82.92,-4.97%,"271,643",Jan 30/b
777,BPMX,BioPharmX Corporation,Healthcare,Biotechnology,USA,16.99M,-,-,-,246.28,-,10.62,-,-,-,-0.27,41.90%,47.60%,-,-,-,62.40%,-45.50%,133.07M,119.39M,0.70%,-,32.50%,31.30%,5.29%,1.58,-326.90%,-,-,0.60,0.60,-,-,-,-,-,-8.13%,16.09%,-40.88%,-65.49%,-70.23%,15.88%,0.61,0.01,9.88%,10.06%,6.78%,-1.03%,-63.14%,-40.60%,27.70%,-85.76%,27.70%,54.62,-3.98%,0.08%,2.00,3.99M,1.35,0.13,-3.91%,"5,372,273",Dec 12/a
778,BPOP,"Popular, Inc.",Financial,Foreign Regional Banks,USA,4.18B,20.95,11.38,4.19,2.47,0.80,0.67,6.28,2.43%,45.50%,1.96,-76.30%,29.75%,7.30%,5.00%,-3.40%,-56.30%,7.00%,101.65M,100.88M,1.15%,0.00%,90.40%,-0.54%,3.58%,2.88,0.50%,3.90%,19.20%,-,-,0.18,0.18,-,69.40%,11.90%,6.88%,12.07%,27.41%,-2.77%,-8.84%,15.92%,1.12,1.13,3.75%,2.47%,10.89%,15.07%,7.92%,-1.27%,27.45%,-10.49%,28.38%,75.02,-0.41%,1.67%,1.70,1.25M,1.57,41.14,1.26%,"1,967,364",Jan 23/b
779,BPT,BP Prudhoe Bay Royalty Trust,Basic Materials,Oil & Gas Refining & Marketing,USA,512.96M,6.21,-,-,6.55,560.00,512.96,-,21.96%,100.00%,3.61,-65.20%,-,-26.30%,-,-26.00%,21.60%,20.50%,22.90M,21.40M,1.00%,0.00%,3.50%,0.75%,4.75%,3.30,-,-,5452.40%,-,-,0.00,0.00,-,98.50%,98.60%,-15.15%,9.54%,13.42%,10.34%,-26.68%,11.44%,-0.54,1.20,7.74%,4.53%,-0.73%,6.23%,9.28%,-19.86%,17.28%,-32.02%,49.33%,50.17,-2.18%,2.69%,4.00,307.81K,0.94,22.40,0.45%,"290,214",Feb 08
780,BPTH,"Bio-Path Holdings, Inc.",Healthcare,Drug Delivery,USA,26.10M,-,-,-,2007.90,3.29,5.67,-,-,-,-0.07,-19.60%,-12.50%,-10.70%,-,-,-50.70%,-,113.49M,106.59M,6.00%,0.00%,9.40%,-0.47%,1.78%,2.91,-74.40%,-91.60%,-,7.50,7.50,0.00,0.00,-,-,-,9.47%,2.50%,-46.12%,-36.90%,-74.74%,13.58%,3.12,0.02,7.32%,8.88%,5.44%,-4.43%,-38.81%,-30.30%,26.86%,-77.85%,26.86%,51.25,0.26%,1.28%,2.00,652.82K,0.75,0.23,1.55%,"486,380",Feb 08/b
781,BPY,Brookfield Property Partners L.P.,Financial,Real Estate Development,Bermuda,5.64B,95.39,12.83,-,0.95,0.97,4.03,5.60,5.38%,499.50%,0.23,-37.70%,78.13%,-26.90%,-,14.00%,-86.00%,7.20%,257.07M,251.27M,1.42%,0.00%,71.60%,0.59%,0.25%,2.98,0.10%,1.00%,2.50%,0.40,0.40,4.37,5.00,62.00%,6.70%,1.30%,1.57%,1.48%,-9.64%,-8.74%,-0.68%,-0.99%,0.78,0.41,2.14%,1.80%,1.27%,0.24%,-4.24%,-7.50%,5.18%,-12.10%,5.18%,53.86,1.06%,0.28%,2.50,214.36K,1.37,21.94,1.34%,"293,929",Feb 02/b
782,BQH,BlackRock New York Municipal Bond Trust,Financial,Closed-End Fund - Debt,USA,-,-,-,-,-,-,-,-,-,-,-,-,-,0.00%,-,-,-,-,-,-,-,-,-,-74.40%,-,2.07,-,-,-,-,-,-,-,-,-,-,-0.49%,-3.75%,-7.05%,-2.56%,0.71%,-4.21%,-,0.17,1.02%,1.02%,-2.69%,-2.56%,-3.15%,-5.18%,0.43%,-9.90%,3.98%,32.78,-0.91%,0.64%,-,5.11K,0.25,14.10,-0.28%,"1,295",-
783,BR,"Broadridge Financial Solutions, Inc.",Technology,Information & Delivery Services,USA,11.20B,33.62,23.28,2.89,2.69,10.79,38.80,33.52,1.52%,46.30%,2.86,7.00%,9.25%,22.50%,11.65%,12.50%,50.30%,3.30%,116.50M,115.82M,0.70%,-22.26%,87.80%,0.10%,1.47%,3.47,10.90%,34.60%,17.60%,1.70,1.70,1.25,0.00,25.30%,13.20%,8.20%,1.05%,4.99%,14.05%,25.46%,43.53%,6.18%,1.02,1.08,1.04%,1.06%,3.40%,5.77%,19.97%,-1.39%,10.81%,-1.39%,46.79%,74.33,-0.72%,0.24%,2.80,489.47K,0.56,96.18,-0.49%,"275,597",Feb 07/b
784,BRC,Brady Corporation,Technology,Security Software & Services,USA,1.96B,20.64,18.64,2.58,1.74,2.80,13.77,22.32,2.14%,43.00%,1.88,16.80%,7.49%,-1.30%,8.00%,0.80%,13.00%,3.60%,50.45M,46.24M,1.70%,-6.93%,87.30%,0.71%,1.79%,4.58,9.50%,14.50%,13.30%,2.20,1.60,0.06,0.06,50.20%,11.90%,8.70%,-0.39%,1.04%,2.11%,15.82%,4.30%,2.37%,1.15,0.65,1.77%,1.59%,0.46%,0.15%,5.61%,-3.60%,5.29%,-4.20%,22.40%,50.74,0.00%,0.39%,2.00,180.95K,0.71,38.80,0.39%,"128,302",Feb 15/b
785,BREW,"Craft Brew Alliance, Inc.",Consumer Goods,Beverages - Brewers,USA,377.23M,219.44,59.85,8.78,1.82,3.11,943.06,51.67,-,0.00%,0.09,-114.40%,135.71%,-15.20%,25.00%,6.30%,215.60%,2.50%,19.10M,9.63M,0.20%,-9.22%,34.90%,0.14%,6.28%,9.25,0.90%,1.50%,0.20%,1.60,1.20,0.19,0.21,30.80%,1.70%,0.90%,-0.25%,3.40%,7.92%,7.34%,23.82%,2.86%,0.43,0.45,2.23%,2.18%,2.17%,2.27%,12.58%,-1.74%,10.03%,-1.74%,64.58%,56.83,0.51%,0.00%,2.20,65.39K,2.84,19.75,0.51%,"185,914",Feb 07/a
786,BRF,VanEck Vectors Brazil Small-Cap ETF,Financial,Exchange Traded Fund,USA,-,-,-,-,-,-,-,-,4.43%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.35,-,-,-,-,-,-,-,-,-,-,3.56%,11.56%,2.02%,16.98%,38.73%,7.85%,-,0.39,1.52%,1.02%,5.44%,7.24%,12.87%,2.68%,14.07%,-3.18%,45.09%,65.84,2.35%,3.09%,-,59.76K,0.98,25.29,5.51%,"58,350",-
787,BRFS,BRF S.A.,Consumer Goods,Meat Products,Brazil,9.30B,-,21.55,-,0.90,2.48,3.42,121.28,3.57%,-,-0.30,-113.40%,5500.00%,-18.10%,1.20%,5.60%,612.00%,2.60%,806.76M,762.80M,1.70%,0.00%,8.70%,0.07%,1.16%,4.76,-1.70%,-6.70%,5.70%,1.50,1.10,1.51,1.92,20.30%,2.70%,-2.30%,-4.79%,5.49%,-15.22%,-1.37%,-22.15%,2.40%,0.54,0.29,1.94%,1.84%,-1.26%,-2.47%,-9.92%,-13.24%,8.36%,-25.61%,8.77%,45.00,1.50%,2.71%,2.30,1.86M,1.54,11.53,4.25%,"2,863,386",Feb 22/a
788,BRG,"Bluerock Residential Growth REIT, Inc.",Financial,REIT - Residential,USA,239.59M,-,-,-,2.20,1.08,1.78,-,7.18%,-,-0.32,58.20%,-218.40%,-2.70%,10.00%,-,-272.00%,46.10%,26.47M,24.82M,0.47%,0.00%,44.90%,1.83%,6.05%,5.58,-0.30%,-2.10%,-0.40%,-,-,3.81,3.81,59.20%,-7.00%,-4.10%,-0.77%,-11.88%,-22.78%,-31.95%,-30.54%,-10.48%,0.58,0.29,2.56%,3.05%,-6.23%,-13.63%,-21.81%,-22.98%,1.12%,-35.08%,1.12%,25.12,-1.84%,0.44%,2.20,269.42K,0.69,9.05,-1.42%,"185,452",Feb 15/b
789,BRID,Bridgford Foods Corporation,Consumer Goods,Meat Products,USA,158.74M,16.91,-,-,0.95,2.67,13.12,30.53,-,0.00%,0.97,13.60%,-,19.60%,-,5.60%,15.40%,31.50%,9.65M,1.67M,0.60%,-0.19%,4.10%,-,0.41%,1.48,9.40%,19.10%,15.70%,3.40,2.00,0.00,0.00,36.80%,7.70%,5.30%,4.22%,29.02%,38.82%,35.95%,6.68%,31.08%,0.97,0.64,6.23%,4.07%,22.04%,26.37%,32.45%,-3.12%,36.63%,-8.61%,52.88%,76.88,2.17%,0.19%,-,4.63K,0.61,16.45,2.36%,"2,845",Jan 12/a
790,BRK-A,Berkshire Hathaway Inc.,Financial,Property & Casualty Insurance,USA,530.51B,28.48,24.86,3.24,2.20,1.73,12.42,16.11,-,0.00%,11356.59,-0.10%,38.80%,18.70%,8.80%,9.20%,-43.50%,2.90%,1.64M,1.34M,-,-,20.90%,-0.58%,0.03%,1.12,2.80%,6.30%,6.10%,-,-,0.32,0.33,20.00%,10.40%,7.80%,0.63%,8.48%,13.82%,24.70%,34.26%,8.70%,0.85,4027.11,1.25%,1.26%,5.17%,9.74%,19.69%,-0.35%,19.70%,-0.35%,35.74%,82.34,-0.02%,0.21%,2.40,0.32K,1.05,323480.00,0.18%,333,Feb 26/a
791,BRK-B,Berkshire Hathaway Inc.,Financial,Property & Casualty Insurance,USA,531.90B,28.48,24.73,3.24,2.24,0.00,-,-,-,-,7.57,-12.10%,39.10%,-,8.80%,-,-43.50%,7.60%,2.47B,1.18B,-,-,-,-,0.78%,2.52,-,-,-,-,-,-,-,-,-,-,0.68%,8.41%,13.84%,24.67%,34.15%,8.77%,-,2.69,1.28%,1.26%,5.13%,9.74%,19.72%,-0.34%,19.49%,-0.34%,35.80%,83.77,-0.24%,0.26%,2.20,3.66M,1.15,215.61,0.02%,"4,209,679",Feb 26/b
792,BRKL,"Brookline Bancorp, Inc.",Financial,Savings & Loans,USA,1.23B,21.04,16.32,3.51,4.81,1.55,8.92,25.11,2.20%,46.10%,0.78,4.90%,26.84%,9.60%,6.00%,11.30%,3.60%,9.30%,75.26M,74.67M,2.20%,-7.06%,79.30%,0.10%,1.71%,4.45,0.90%,7.60%,19.70%,-,-,0.14,0.14,-,77.10%,22.30%,0.00%,3.48%,4.47%,9.36%,2.51%,4.14%,0.96,0.30,1.85%,1.62%,1.85%,4.00%,9.35%,-1.51%,13.15%,-6.30%,20.22%,58.75,-1.51%,0.61%,2.40,287.16K,0.87,16.35,-0.91%,"250,899",Jan 31/a
793,BRKR,Bruker Corporation,Healthcare,Medical Laboratories & Research,USA,5.32B,37.26,26.28,4.10,3.12,7.56,12.40,72.29,0.46%,16.90%,0.94,57.60%,12.26%,11.40%,9.08%,-0.50%,-19.00%,10.60%,151.41M,99.45M,34.40%,-0.04%,67.00%,0.01%,2.34%,4.19,8.00%,20.80%,14.90%,2.60,1.60,0.66,0.66,45.60%,11.60%,8.90%,2.69%,2.90%,15.29%,23.34%,54.33%,2.39%,1.03,0.75,2.11%,1.95%,1.05%,2.13%,18.47%,-3.81%,11.88%,-3.81%,60.97%,53.27,-0.20%,0.40%,2.80,555.79K,0.91,35.14,0.20%,"504,701",Feb 12/a
794,BRKS,"Brooks Automation, Inc.",Technology,Semiconductor Equipment & Materials,USA,2.02B,32.57,17.79,2.71,2.91,3.32,19.87,29.65,1.38%,44.50%,0.89,187.60%,21.52%,-15.00%,12.00%,7.20%,58.80%,15.40%,69.81M,69.15M,2.10%,-10.59%,95.00%,1.67%,1.45%,0.96,8.60%,10.80%,8.60%,2.40,1.70,0.00,0.00,38.60%,9.30%,9.00%,6.72%,18.28%,-10.58%,12.01%,67.75%,21.26%,0.93,0.84,3.06%,3.19%,11.65%,12.49%,8.78%,-13.67%,32.97%,-16.82%,71.33%,66.47,-1.67%,-0.41%,1.70,1.04M,1.19,28.92,-2.07%,"1,238,658",Jan 31/b
795,BRN,"Barnwell Industries, Inc.",Basic Materials,Independent Oil & Gas,USA,18.97M,16.31,-,-,1.46,1.11,0.92,-,-,0.00%,0.14,132.40%,-,16.20%,-,-17.50%,147.90%,158.80%,8.25M,4.06M,0.70%,27.62%,16.60%,48.62%,0.38%,0.66,3.60%,7.70%,-2.80%,5.20,5.20,0.00,0.00,52.00%,-12.20%,9.00%,1.32%,12.20%,19.54%,24.32%,40.35%,10.58%,1.68,0.17,7.91%,6.04%,2.71%,7.05%,18.52%,-22.03%,21.05%,-22.03%,41.98%,52.16,-11.54%,-2.01%,-,23.32K,0.94,2.30,-13.31%,"21,989",Dec 26/a
796,BRO,"Brown & Brown, Inc.",Financial,Insurance Brokers,USA,7.35B,28.48,22.82,3.00,3.99,2.90,12.77,26.60,1.13%,28.60%,1.86,7.30%,23.56%,9.90%,9.50%,11.80%,3.00%,2.90%,139.03M,116.04M,2.20%,-0.61%,73.90%,-0.18%,1.46%,2.99,4.50%,10.60%,8.60%,1.10,1.10,0.35,0.39,-,25.90%,14.00%,0.59%,3.00%,6.53%,18.45%,22.26%,2.78%,0.73,0.73,2.04%,1.25%,1.73%,3.13%,13.65%,-1.55%,8.25%,-1.55%,28.69%,63.59,1.26%,0.35%,3.00,568.51K,2.90,52.89,1.61%,"1,648,484",Jan 22/a
797,BRS,Bristow Group Inc.,Basic Materials,Oil & Gas Equipment & Services,USA,551.74M,-,-,-,0.39,0.45,5.67,-,1.78%,-,-5.30,-129.70%,42.90%,-36.90%,-,0.90%,-4.00%,4.50%,35.12M,35.00M,0.20%,13.77%,-,-2.35%,22.87%,9.19,-6.00%,-14.50%,-4.80%,1.30,1.00,0.98,1.07,17.50%,-5.40%,-13.30%,-0.44%,18.12%,80.99%,105.90%,-16.52%,16.63%,3.20,0.66,3.50%,4.28%,4.44%,8.93%,47.70%,-9.45%,43.47%,-25.19%,152.98%,58.11,-2.00%,0.12%,2.80,870.51K,0.52,15.71,-1.87%,"454,175",Feb 08/a
798,BRSS,"Global Brass and Copper Holdings, Inc.",Industrial Goods,Metal Fabrication,USA,706.93M,13.63,11.77,1.36,0.48,5.26,7.73,15.61,0.73%,7.00%,2.41,-10.40%,5.92%,-10.60%,10.00%,-5.50%,210.70%,8.50%,21.52M,21.40M,0.10%,-14.70%,-,0.39%,0.35%,0.83,8.60%,46.60%,14.50%,3.30,2.00,2.27,2.30,12.00%,6.40%,3.60%,-2.09%,-2.67%,-4.51%,-0.90%,1.23%,-0.76%,0.44,0.93,2.34%,2.81%,-1.38%,-2.03%,1.72%,-7.20%,3.46%,-17.57%,16.90%,45.03,-1.35%,0.15%,2.70,89.31K,0.57,32.85,-1.20%,"51,325",Feb 01/a
799,BRT,BRT Apartments Corp.,Financial,Mortgage Investment,USA,189.60M,13.97,-,-,1.79,1.15,15.29,49.89,5.27%,0.00%,0.98,-26.90%,-286.20%,45.30%,-,60.60%,84.90%,9.70%,13.89M,10.70M,23.73%,0.00%,49.10%,-1.67%,0.85%,2.44,1.50%,8.20%,-1.80%,-,-,4.43,4.43,51.50%,-14.20%,12.90%,2.63%,20.80%,35.42%,76.36%,61.35%,15.78%,0.31,0.29,2.21%,2.48%,8.64%,17.79%,46.30%,-2.43%,36.50%,-2.43%,85.46%,75.43,-1.66%,-0.79%,2.50,37.19K,1.26,13.65,-2.43%,"46,999",Dec 19/a
800,BRX,Brixmor Property Group Inc.,Financial,REIT - Retail,USA,5.18B,16.06,22.49,-,4.02,1.77,172.59,50.52,6.48%,98.00%,1.06,40.80%,-18.20%,15.80%,-5.09%,2.80%,44.20%,-1.30%,304.94M,301.82M,0.30%,3.39%,-,0.44%,1.31%,1.34,3.50%,11.10%,-,-,-,1.96,1.96,75.40%,36.30%,25.10%,1.13%,-5.51%,-8.51%,-12.56%,-31.59%,-9.00%,0.43,0.36,2.00%,2.02%,-3.80%,-5.50%,-9.33%,-9.82%,2.72%,-31.92%,2.72%,39.06,-2.08%,-0.52%,2.40,2.94M,1.53,16.98,-2.58%,"4,493,450",Feb 12/a
801,BRZU,Direxion Daily MSCI Brazil Bull 3X ETF,Financial,Exchange Traded Fund,USA,-,-,-,-,-,-,-,-,0.66%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.48,-,-,-,-,-,-,-,-,-,-,16.17%,58.01%,35.26%,77.75%,37.48%,47.34%,-,2.68,5.43%,3.85%,28.43%,45.55%,53.43%,10.11%,86.52%,7.35%,191.22%,75.01,8.32%,9.27%,-,653.65K,1.45,59.35,18.37%,"950,524",-
802,BSAC,Banco Santander-Chile,Financial,Money Center Banks,Chile,16.59B,18.26,17.14,1.55,4.87,3.31,2.08,45.40,3.10%,0.00%,1.89,5.20%,7.08%,3.30%,11.81%,3.90%,12.60%,-14.30%,481.03M,0.47M,-,-,19.40%,0.28%,-,-,1.50%,18.40%,6.70%,-,-,2.87,2.87,-,47.80%,26.10%,0.20%,11.37%,12.09%,29.03%,58.50%,10.30%,0.75,0.73,2.28%,1.79%,4.75%,12.81%,22.49%,-0.92%,30.59%,-0.92%,62.61%,70.59,1.08%,-0.47%,3.10,477.23K,0.76,34.49,0.61%,"361,620",Jan 30/b
803,BSBR,Banco Santander (Brasil) S.A.,Financial,Foreign Regional Banks,Brazil,40.78B,16.77,14.57,0.97,1.76,1.49,0.60,3.67,2.62%,57.00%,0.66,-24.80%,-1.43%,0.50%,17.30%,8.30%,2.40%,-9.90%,3.68B,1.89B,0.03%,0.00%,2.00%,-0.15%,0.24%,2.88,1.30%,9.10%,4.30%,-,-,0.89,0.89,-,27.10%,10.70%,9.28%,17.08%,22.02%,42.11%,16.47%,16.60%,1.74,0.25,2.68%,1.82%,11.99%,17.60%,29.92%,5.18%,34.87%,-2.66%,65.93%,76.97,3.07%,3.77%,3.20,1.60M,1.94,11.07,6.96%,"3,090,579",Jan 30/a
804,BSCI,Guggenheim BulletShrs 2018 Corp Bd ETF,Financial,Exchange Traded Fund,USA,-,-,-,-,-,-,-,-,1.52%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.05,-,-,-,-,-,-,-,-,-,-,0.00%,-0.05%,-0.24%,-0.42%,-0.52%,0.14%,-,0.02,0.08%,0.11%,0.03%,-0.04%,-0.31%,-0.24%,0.19%,-1.15%,0.19%,49.89,0.00%,-0.05%,-,258.93K,0.72,21.12,-0.05%,"186,835",-
805,BSCJ,Guggenheim BulletShrs 2019 Corp Bd ETF,Financial,Exchange Traded Fund,USA,-,-,-,-,-,-,-,-,1.62%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.14,-,-,-,-,-,-,-,-,-,-,-0.05%,-0.31%,-0.84%,-0.98%,-0.70%,-0.22%,-,0.03,0.11%,0.18%,-0.17%,-0.29%,-0.75%,-1.17%,0.05%,-1.17%,0.05%,35.99,-0.05%,0.00%,-,217.06K,0.91,21.04,-0.05%,"196,556",-
806,BSCK,Guggenheim BulletShrs 2020 Corp Bd ETF,Financial,Exchange Traded Fund,USA,-,-,-,-,-,-,-,-,1.88%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.50,-,-,-,-,-,-,-,-,-,-,-0.05%,-0.44%,-1.02%,-1.18%,-0.25%,-0.28%,-,0.04,0.15%,0.19%,-0.20%,-0.40%,-0.94%,-0.77%,0.09%,-1.64%,0.17%,37.73,-0.05%,-0.09%,-,212.52K,1.28,21.23,-0.14%,"271,114",-
807,BSCL,Guggenheim BulletShrs 2021 Corp Bd ETF,Financial,Exchange Traded Fund,USA,-,-,-,-,-,-,-,-,2.14%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.44,-,-,-,-,-,-,-,-,-,-,-0.14%,-0.50%,-1.38%,-1.36%,-0.03%,-0.47%,-,0.04,0.14%,0.15%,-0.30%,-0.56%,-1.10%,-1.15%,0.14%,-3.41%,0.74%,30.70,0.00%,-0.10%,-,168.67K,1.28,21.03,-0.10%,"215,059",-
808,BSCM,Guggenheim BulletShrs 2022 Corp Bd ETF,Financial,Exchange Traded Fund,USA,-,-,-,-,-,-,-,-,2.23%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.38,-,-,-,-,-,-,-,-,-,-,-0.14%,-0.54%,-1.56%,-1.42%,0.41%,-0.57%,-,0.08,0.31%,0.47%,-0.34%,-0.65%,-1.23%,-3.08%,0.28%,-3.08%,1.43%,36.29,-0.05%,0.00%,-,181.47K,1.02,21.05,-0.05%,"184,928",-
809,BSCN,Guggenheim BulletShrs 2023 Corp Bd ETF,Financial,Exchange Traded Fund,USA,-,-,-,-,-,-,-,-,2.46%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.50,-,-,-,-,-,-,-,-,-,-,-0.29%,-0.67%,-1.62%,-1.57%,0.63%,-0.62%,-,0.07,0.31%,0.30%,-0.46%,-0.77%,-1.23%,-1.43%,0.29%,-2.86%,2.02%,32.46,-0.05%,-0.05%,-,101.25K,1.11,20.69,-0.10%,"112,112",-
810,BSCO,Guggenheim BulletShrs 2024 Corp Bd ETF,Financial,Exchange Traded Fund,USA,-,-,-,-,-,-,-,-,3.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.34,-,-,-,-,-,-,-,-,-,-,-0.24%,-0.72%,-1.66%,-1.12%,1.27%,-0.96%,-,0.08,0.34%,0.42%,-0.56%,-0.87%,-1.03%,-1.85%,0.30%,-2.27%,2.63%,37.21,-0.05%,-0.02%,-,68.88K,1.71,20.69,-0.07%,"117,677",-
